NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190005558665,2019,2513703,Santa Rita,25,PB,14,F,1,3,1,2513703.0,Santa Rita,25.0,PB,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513703,Santa Rita,25,PB,1,1,1,1,505.0,508.0,512.0,518.0,444.9,435.8,470.6,364.8,BACBBEADCDCCCEECADCACEACBCBEABDCDEEADBDDEAAEC,DABCBBBAACCBECABECECABBCBDEECABADBDCBEEAECAEB,99999DADABCEDCEBBDEBCBACCDDABDCACBBABDEDEAABEEEACB,CEACBEBEACEBEAEBCAEABDCABCBDCABACEAACEAAECBEC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,120.0,120.0,120.0,100.0,600.0,F,E,F,D,4,E,A,D,C,A,A,B,A,A,A,B,A,A,C,B,A,D,A,B,B
190005558915,2019,2607653,Itambé,26,PE,14,F,1,3,1,2606200.0,Goiana,26.0,PE,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607653,Itambé,26,PE,0,1,1,0,,507.0,511.0,,,400.6,533.2,,,EECDCBCAEBDABCEDACDEDACCABBDEBCCBCAEEBEBBAAAB,BEABB99999DEBDDCDBEEDABEBBECCCECACBBEBDACDBDC.CCEE,,0,,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,,1.0,160.0,120.0,120.0,160.0,100.0,660.0,E,E,B,B,4,E,C,C,C,B,B,B,A,B,A,A,A,A,B,A,A,D,A,B,B
190005559741,2019,2408102,Natal,24,RN,14,F,0,3,1,2408102.0,Natal,24.0,RN,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408102,Natal,24,RN,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,H,F,D,B,2,E,A,C,C,B,A,B,B,B,A,B,A,A,B,A,A,C,A,B,A
190005560106,2019,2507507,João Pessoa,25,PB,14,M,1,1,1,2507507.0,João Pessoa,25.0,PB,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507507,João Pessoa,25,PB,1,1,1,1,504.0,510.0,513.0,516.0,399.6,495.5,576.2,589.5,DECCEAAABAEDBCDCCABDCECECDDCEECCBBBCDCEBBBBED,AADEBEDDADBDDACEDCAACDBAEDABCDAAEBBABACBDBAEB,ADBBE99999BBBABCCDAECDDCDDEAECCDAEDADBAEBAECBADBBC,DACECADCEBBBAEABADEADBDEABDDACBADEEBCCBDCADAD,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,120.0,120.0,120.0,140.0,620.0,F,F,E,E,6,Q,D,E,E,D,A,B,B,B,A,A,B,B,E,B,B,E,B,C,B
190005560352,2019,2513901,São Bento,25,PB,14,F,1,3,1,2504306.0,Catolé do Rocha,25.0,PB,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513901,São Bento,25,PB,1,1,1,1,505.0,507.0,511.0,518.0,564.1,550.4,544.9,589.7,DADBCCCDBDCCBBEBAEADBBECBBACEBBEBDEDECDEDDADE,CECAABAACBDCECEAEACDCBBCEABBBABBAEEEABBBEDCAB,BEABE99999CABABBEEEAAAAECAEEEACCCCEAEBDCBDCDAADCDE,DDBBABACADDBCEDDCAEAADADDDDEBADBEADAAEECBCCDD,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,120.0,120.0,140.0,100.0,620.0,H,F,F,B,3,B,A,B,C,A,B,B,A,A,A,B,A,A,B,A,A,C,A,B,B
190005560734,2019,2507507,João Pessoa,25,PB,14,F,1,3,1,1100288.0,Rolim de Moura,11.0,RO,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507507,João Pessoa,25,PB,1,1,1,1,504.0,508.0,512.0,516.0,505.6,539.5,539.8,499.9,BDCCEEEBECBDDDEAACADAEEEBBEBBCBBAACCDBBADCEDE,AAADADBECEABACDDECEEBDBEAADBBCCAEAEBADBDBDCAE,99999BDDDBCBDDEACEEBBCBCAECBDDCAEBDACDDBECBECACECD,BBCACEDEDEBCABCDBDEBCAEEBDACDAACEEABBABCAEDDC,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,120.0,120.0,120.0,80.0,560.0,G,G,E,E,3,L,A,C,D,B,A,B,A,B,A,B,B,A,D,B,B,D,A,C,B
190005560742,2019,2507507,João Pessoa,25,PB,14,F,1,1,1,2507507.0,João Pessoa,25.0,PB,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507507,João Pessoa,25,PB,0,1,1,0,,508.0,512.0,,,584.7,534.7,,,ABCBADBEBCCEBCABDCDEEABCDAACCACDDBCECADACEDAC,99999BDAAECDDAAEDCEDCAECDBDECEADCBDAADEAEBEEBDCACD,,1,,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,,1.0,140.0,160.0,160.0,120.0,120.0,700.0,G,G,E,E,4,O,A,C,D,B,A,B,B,B,A,B,A,B,D,B,B,E,B,D,B
190005561362,2019,2510659,Parari,25,PB,14,F,1,3,1,2510659.0,Parari,25.0,PB,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2509701,Monteiro,25,PB,1,1,1,1,505.0,510.0,513.0,518.0,339.7,503.2,505.9,408.5,BCACBDABDDDBCDCEABDBDECCACDDDEAADBEEDEAACEBEA,AEACEEBEABBACEAABBDBDCBAADBCDBCABDBBAAEDACBBE,99999ACBCEDBCCDECAAAEADDAEAABEEDEEDBCBAECBEECDCCDE,ACCCADBCBCCBBCEEEAAAADCBACEBEBAAEBCBDCBDAEEDC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,100.0,120.0,120.0,80.0,540.0,B,E,A,A,4,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190005561746,2019,2607901,Jaboatão dos Guararapes,26,PE,14,F,1,1,1,2611606.0,Recife,26.0,PE,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611606,Recife,26,PE,1,1,1,1,506.0,507.0,511.0,517.0,352.9,393.0,478.9,558.5,DDEEAEAEDEACBDCADCCDABECCBDDDCCABADDEABADBABA,DCADEDCECABEBDCEEBACCECCBBDCDEBDDBAADEDACCABB,99999ADCDDEEDBAADBDAEAABEDCEEBBCCCCCCDBACBAAADDECD,ABBCCADEABEEDCBBCDCABCAAAACCABBBDBEAEBDEAECDA,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,80.0,120.0,80.0,80.0,60.0,420.0,C,F,C,B,4,B,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B
190005561750,2019,2606002,Garanhuns,26,PE,14,F,1,3,1,2613602.0,São José do Egito,26.0,PE,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606002,Garanhuns,26,PE,1,1,1,1,506.0,510.0,513.0,517.0,450.4,516.6,562.6,497.3,ABDDBDCEDDBCEEBCBCAACCAECDBECEDEBEDCBBDEDCEDA,EEBCCCABDDBEABAEDAEDEDABEABEEECEDCBADCDECADBE,99999DAEBADBECDEEADECBDBBDACBCCDDEDCBCDEADECCDCBCB,EABACDEBADDBBBCCADEEBBEBCECDDDECDCABABEDBDDCA,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,100.0,120.0,140.0,600.0,G,F,E,F,4,F,A,C,D,B,A,B,A,B,A,B,A,A,C,B,A,E,A,B,B
190005561828,2019,2611606,Recife,26,PE,14,F,1,1,1,2611606.0,Recife,26.0,PE,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611606,Recife,26,PE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,G,B,D,4,C,A,C,C,A,A,B,A,B,A,B,A,A,B,A,A,C,A,A,B
190005561947,2019,2611606,Recife,26,PE,14,F,1,3,1,2611606.0,Recife,26.0,PE,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611606,Recife,26,PE,1,1,1,1,504.0,508.0,512.0,516.0,524.6,374.5,440.5,540.0,CEADECBADBDDECAEADCBABCEDEBDBEDACCDBDEDEDBCAE,ABEBDCEBCABBEDCDBCEADBCEBDACBDECBDEDACEBDCDAC,BDCEC99999ECBBDECECEACEDEB.ABEECDBABADECBDAECDCBDE,CEAECDEBDECCAECAACEBDECECDBACBECBAEBDECABDBED,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,180.0,180.0,160.0,180.0,860.0,F,E,D,C,4,G,A,B,D,A,A,B,A,B,A,B,A,A,B,A,A,E,A,B,B
190005562015,2019,2403251,Parnamirim,24,RN,14,F,1,1,1,2408102.0,Natal,24.0,RN,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403251,Parnamirim,24,RN,1,1,1,1,504.0,510.0,513.0,516.0,381.5,436.6,535.1,558.1,BDCBEACEBCDAEDEACBDADACEEDACDDBCCCDCAABCBAEDC,DBDAECDAEDEAEBDECACBBAEAAAECCEDABAEEADDADEDDD,ADBBE99999ABCAEEAACECDD*EDAAEEADDDADEEEBBDEECBCDCB,DBABEBADDDCEADACADEDDEBECBBECCECDCCBCECACEDBC,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,120.0,120.0,120.0,40.0,520.0,F,F,E,D,3,K,A,C,D,B,C,C,C,B,B,B,A,B,E,B,B,D,A,C,B
190005562315,2019,2401453,Baraúna,24,RN,14,M,1,1,1,2401453.0,Baraúna,24.0,RN,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401453,Baraúna,24,RN,0,1,1,0,,507.0,511.0,,,412.6,551.3,,,EEDDDEBCAEEEABCBEACEDEDECBABBEAACDECCAAEEACEE,99999ABAADBCBABEDABCDDAECBEEDEDCABDABEAACDABADECCC,,1,,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,,1.0,140.0,120.0,120.0,120.0,80.0,580.0,B,D,A,A,6,D,A,C,D,A,C,B,B,B,A,B,A,A,B,B,A,E,A,B,B
190005563057,2019,2507101,Itapororoca,25,PB,14,F,1,3,1,2507101.0,Itapororoca,25.0,PB,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507101,Itapororoca,25,PB,1,1,1,1,505.0,510.0,513.0,518.0,404.6,366.2,517.6,418.7,DACBBAEDCDACDABEBDACDBEADDBCADABDCEDACBDDADCE,ACAACDEAADAEBCACDABEECADEADAEBADCCEBAECEDBCCA,99999BCBACDBDEEBDACEACDEBAABDCBDECDECEADBEEACDEBBC,ECCBBEDACBECDEBEBCEBDBAABEBECDBAEECBCADCADCED,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,120.0,160.0,160.0,160.0,740.0,E,E,D,B,3,D,A,C,D,A,B,B,A,B,A,A,A,A,C,A,A,D,A,B,B
190005563170,2019,2506301,Guarabira,25,PB,14,M,1,3,1,2506301.0,Guarabira,25.0,PB,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506301,Guarabira,25,PB,1,1,1,1,505.0,508.0,512.0,518.0,418.0,462.7,499.6,481.5,EABBEEDCBBDECBABEDBCCBADCACADCCEBCCCADEDCCDCD,DCACBDAECADBACBBBCEACDCCDABEEBBABECBCBEBDABAB,99999BDBABAEBAABEEACEADCDEEACDCCBBAACDCAEEDECABDDA,DCDCBDCBCCBDDDADBABBCCEADBCEBDCADABBCCBCDACDC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,160.0,140.0,120.0,120.0,140.0,680.0,B,D,F,F,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190005563433,2019,2508901,Mamanguape,25,PB,14,F,0,1,1,2508901.0,Mamanguape,25.0,PB,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2508901,Mamanguape,25,PB,1,1,1,1,505.0,510.0,513.0,518.0,440.3,486.0,466.5,454.0,BAECCDABAD*DEEBBBCDACCBBCEAEBDEDBCEADACEEAEBA,ABDDCBDAADBAEBCBDBADBECDAABEBEBACADBCCBCEBBBB,ADBBC99999DBCDAECDAECEEAEECABCBADEECAACBBDBECAEDCA,AEBCABAECDEBE*BBBBAACBCBEECCAAACEECBADEAE*DDA,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,80.0,80.0,120.0,20.0,440.0,B,E,D,D,4,J,C,C,C,C,B,B,B,B,A,C,A,B,C,A,A,E,A,B,B
190005563502,2019,2503209,Cabedelo,25,PB,14,F,1,1,1,2507507.0,João Pessoa,25.0,PB,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503209,Cabedelo,25,PB,1,1,1,1,504.0,509.0,514.0,516.0,597.2,615.0,603.2,486.5,EECAEEBEECDDEDDABDDEAABEDCABBBCACCDEDCBADBEDC,ACACBEACABABADCDBAADBBADCCCEBCECBDCBEBDDBAECD,EBBAD99999CBCBCCEDEBAACDECBEDECDCBADBEDAECEBBCAECB,DCCEADABDDECEACBCADBEAEDBCDABDDBEACDCEDDDEBDD,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,160.0,120.0,120.0,120.0,640.0,E,F,E,F,5,Q,D,E,E,C,A,B,A,B,A,B,A,B,D,B,B,E,B,E,B
190005563713,2019,2504306,Catolé do Rocha,25,PB,14,F,1,4,1,2504306.0,Catolé do Rocha,25.0,PB,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504306,Catolé do Rocha,25,PB,1,1,1,1,506.0,508.0,512.0,517.0,513.2,407.7,510.2,532.6,BEEDCBCDECAEBDECAADBACBCEDAECBDBADDBCCEEADCBA,DAACDBAEBABBEEDACBDABBDBACDEEACDBDCECABDBECDA,99999CCEAABCDEDECABDCBCEDBABADCBEEAACDBCEBDDCADBEC,DAEBCAEDBCDEBDABCEDACDBECADCABDEDEBACDACBEDBC,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,100.0,120.0,120.0,580.0,E,B,B,D,5,F,A,D,D,B,A,B,B,B,B,B,A,A,C,B,A,D,A,A,B
190005563716,2019,2507507,João Pessoa,25,PB,14,M,1,1,1,5300108.0,Brasília,53.0,DF,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507507,João Pessoa,25,PB,1,1,1,1,503.0,510.0,513.0,515.0,572.1,656.0,573.6,744.7,AEECDADEADDABBDBBBACDEBBABECEBDEEEBAEABECBABA,EBBCEEDBADBDABABDCABCABACDBEEBCACBCBAACBBAACB,ADBBE99999ABEACDBDAECCDDDAACDCECBEDECBDECEBCCDAECC,EBEADBACAECCCDEAEECEDACDCADECDDCEADACDCBDCDAA,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,120.0,140.0,180.0,160.0,720.0,G,E,E,D,5,I,A,C,D,B,A,B,A,B,A,B,A,A,C,B,B,D,B,B,B
190005563750,2019,2504009,Campina Grande,25,PB,14,F,1,1,1,2504009.0,Campina Grande,25.0,PB,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504009,Campina Grande,25,PB,1,1,1,1,506.0,508.0,512.0,517.0,522.3,569.1,575.1,500.9,AECDCBBDEEEECBCBBCBBADCEEDBBACEEADBDAADEDEACD,ABABCDCEDEEEECAADCAAEDDCDEDEEACCBBEBCCDCEDABC,BBCDA99999CDABAECECBCADECADAACCDEBAACDABEEAECAEECA,CAEBCDEABBBADBACCAACABEBEECBDBADCDEBADCADDBED,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,160.0,120.0,140.0,120.0,160.0,700.0,F,G,D,E,4,O,B,D,D,B,A,B,A,B,A,B,A,A,E,B,B,E,A,E,B
